PMID,Title,Journal,Publication Date,DOI,PMC ID,Free Text Availability
8218186,Calcium-dependent regulation of the caldesmon-heavy meromyosin interaction by caltropin.,Biochemistry,"{'Year': '1993', 'Month': 'Oct', 'Day': '19'}",10.1021/bi00092a035,,Likely no free text
17587820,Multiple transforming growth factor-beta isoforms and receptors function during epithelial-mesenchymal cell transformation in the embryonic heart.,"Cells, tissues, organs",{'Year': '2007'},10.1159/000101315,,Likely no free text
1964619,Detection of cellular retinoic acid-binding protein in chick embryonic tissues by monoclonal antibodies.,Cell differentiation and development : the official journal of the International Society of Developmental Biologists,"{'Year': '1990', 'Month': 'Dec', 'Day': '01'}",10.1016/0922-3371(90)90107-8,,Likely no free text
17932044,Evolution of differences in transport function in Slc11a family members.,The Journal of biological chemistry,"{'Year': '2007', 'Month': 'Dec', 'Day': '07'}",10.1074/jbc.M707057200,,Likely no free text
11163312,"Purification, characterization and developmental expression of chick (Gallus domesticus) liver PSP protein.","Comparative biochemistry and physiology. Part B, Biochemistry & molecular biology","{'Year': '2001', 'Month': 'Jan'}",10.1016/s1096-4959(00)00308-0,,Likely no free text
15340073,SRC-mediated phosphorylation of focal adhesion kinase couples actin and adhesion dynamics to survival signaling.,Molecular and cellular biology,"{'Year': '2004', 'Month': 'Sep'}",10.1128/MCB.24.18.8113-8133.2004,PMC515031,Likely Freely Available
17827276,"Chicken cathelicidin-B1, an antimicrobial guardian at the mucosal M cell gateway.",Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2007', 'Month': 'Sep', 'Day': '18'}",10.1073/pnas.0707037104,PMC1986613,Likely Freely Available
15308669,The CCAAT enhancer-binding protein (C/EBP)beta and Nrf1 interact to regulate dentin sialophosphoprotein (DSPP) gene expression during odontoblast differentiation.,The Journal of biological chemistry,"{'Year': '2004', 'Month': 'Oct', 'Day': '29'}",10.1074/jbc.M405031200,,Likely no free text
19393716,Corticotropin-releasing factor is a downstream mediator of the beta-melanocyte-stimulating hormone-induced anorexigenic pathway in chicks.,Neuroscience letters,"{'Year': '2009', 'Month': 'Jul', 'Day': '24'}",10.1016/j.neulet.2009.04.041,,Likely no free text
23528857,MUSTN1 mRNA Abundance and Protein Localization is Greatest in Muscle Tissues of Chinese Meat-Quality Chickens.,International journal of molecular sciences,"{'Year': '2013', 'Month': 'Mar', 'Day': '08'}",10.3390/ijms14035545,PMC3634495,Likely Freely Available
12813049,"Characterization of FGFRL1, a novel fibroblast growth factor (FGF) receptor preferentially expressed in skeletal tissues.",The Journal of biological chemistry,"{'Year': '2003', 'Month': 'Sep', 'Day': '05'}",10.1074/jbc.M300281200,,Likely no free text
15226369,"Multiple domains control the subcellular localization and activity of ETR-3, a regulator of nuclear and cytoplasmic RNA processing events.",Journal of cell science,"{'Year': '2004', 'Month': 'Jul', 'Day': '15'}",10.1242/jcs.01194,,Likely no free text
24644428,"CARP, a myostatin-downregulated gene in CFM Cells, is a novel essential positive regulator of myogenesis.",International journal of biological sciences,{'Year': '2014'},10.7150/ijbs.7475,PMC3957086,Likely Freely Available
18786170,Competitive binding of heparin with hyaluronan to a specific motif in SPACR.,Journal of neurochemistry,"{'Year': '2008', 'Month': 'Nov'}",10.1111/j.1471-4159.2008.05669.x,,Likely no free text
18539728,Changes in the expression of interleukin-1beta and lipopolysaccharide-induced TNF factor in the oviduct of laying hens in response to artificial insemination.,"Reproduction (Cambridge, England)","{'Year': '2009', 'Month': 'Mar'}",10.1530/REP-08-0175,,Likely no free text
22157752,"Structure-function analysis of Nel, a thrombospondin-1-like glycoprotein involved in neural development and functions.",The Journal of biological chemistry,"{'Year': '2012', 'Month': 'Jan', 'Day': '27'}",10.1074/jbc.M111.281485,PMC3270983,Likely Freely Available
9427387,Dual action of sonic hedgehog on chondrocyte hypertrophy: retrovirus mediated ectopic sonic hedgehog expression in limb bud micromass culture induces novel cartilage nodules that are positive for alkaline phosphatase and type X collagen.,Journal of cell science,"{'Year': '1997', 'Month': 'Nov'}",10.1242/jcs.110.21.2691,,Likely no free text
1924173,Complete sequence and expression of a cDNA encoding a chicken 115-kDa melanosomal matrix protein.,Pigment cell research,"{'Year': '1991', 'Month': 'Feb'}",10.1111/j.1600-0749.1991.tb00312.x,,Likely no free text
16188940,Bves modulates epithelial integrity through an interaction at the tight junction.,Journal of cell science,"{'Year': '2005', 'Month': 'Oct', 'Day': '15'}",10.1242/jcs.02588,,Likely no free text
19214193,K63-specific deubiquitination by two JAMM/MPN+ complexes: BRISC-associated Brcc36 and proteasomal Poh1.,The EMBO journal,"{'Year': '2009', 'Month': 'Mar', 'Day': '18'}",10.1038/emboj.2009.27,PMC2666030,Likely Freely Available
17657516,CCM3 interacts with CCM2 indicating common pathogenesis for cerebral cavernous malformations.,Neurogenetics,"{'Year': '2007', 'Month': 'Nov'}",10.1007/s10048-007-0098-9,,Likely no free text
28327460,Comprehensive proteomic characterization of stem cell-derived extracellular matrices.,Biomaterials,"{'Year': '2017', 'Month': 'Jun'}",10.1016/j.biomaterials.2017.03.008,PMC8191742,Likely Freely Available
19179534,A human telomerase holoenzyme protein required for Cajal body localization and telomere synthesis.,"Science (New York, N.Y.)","{'Year': '2009', 'Month': 'Jan', 'Day': '30'}",10.1126/science.1165357,PMC2728071,Likely Freely Available
21172805,TOX3 is a neuronal survival factor that induces transcription depending on the presence of CITED1 or phosphorylated CREB in the transcriptionally active complex.,Journal of cell science,"{'Year': '2011', 'Month': 'Jan', 'Day': '15'}",10.1242/jcs.068759,,Likely no free text
22399800,The endonuclease Ankle1 requires its LEM and GIY-YIG motifs for DNA cleavage in vivo.,Journal of cell science,"{'Year': '2012', 'Month': 'Feb', 'Day': '15'}",10.1242/jcs.098392,PMC4335191,Likely Freely Available
19515850,"Functional role for senataxin, defective in ataxia oculomotor apraxia type 2, in transcriptional regulation.",Human molecular genetics,"{'Year': '2009', 'Month': 'Sep', 'Day': '15'}",10.1093/hmg/ddp278,,Likely no free text
19693543,Integrins.,Cell and tissue research,"{'Year': '2010', 'Month': 'Jan'}",10.1007/s00441-009-0834-6,PMC2784866,Likely Freely Available
9931343,A novel protein tyrosine phosphatase gene is mutated in progressive myoclonus epilepsy of the Lafora type (EPM2).,Human molecular genetics,"{'Year': '1999', 'Month': 'Feb'}",10.1093/hmg/8.2.345,,Likely no free text
21368882,TGF-β induces TIAF1 self-aggregation via type II receptor-independent signaling that leads to generation of amyloid β plaques in Alzheimer's disease.,Cell death & disease,"{'Year': '2010', 'Month': 'Dec', 'Day': '23'}",10.1038/cddis.2010.83,PMC3032296,Likely Freely Available
19136632,The tumor suppressor Cdc73 functionally associates with CPSF and CstF 3' mRNA processing factors.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2009', 'Month': 'Jan', 'Day': '20'}",10.1073/pnas.0812023106,PMC2615665,Likely Freely Available
26822058,Group A Streptococcus exploits human plasminogen for bacterial translocation across epithelial barrier via tricellular tight junctions.,Scientific reports,"{'Year': '2016', 'Month': 'Jan', 'Day': '29'}",10.1038/srep20069,PMC4731814,Likely Freely Available
31024343,A YWHAZ Variant Associated With Cardiofaciocutaneous Syndrome Activates the RAF-ERK Pathway.,Frontiers in physiology,{'Year': '2019'},10.3389/fphys.2019.00388,PMC6465419,Likely Freely Available
11807546,Structural basis for the activation of anthrax adenylyl cyclase exotoxin by calmodulin.,Nature,"{'Year': '2002', 'Month': 'Jan', 'Day': '24'}",10.1038/415396a,,Likely no free text
8642405,Tau is enriched on dynamic microtubules in the distal region of growing axons.,The Journal of neuroscience : the official journal of the Society for Neuroscience,"{'Year': '1996', 'Month': 'Jun', 'Day': '01'}",10.1523/JNEUROSCI.16-11-03601.1996,PMC6578833,Likely Freely Available
8641188,Effect of endogenously produced parathyroid hormone-related peptide on growth of a human hepatoma cell line (Hep G2).,Endocrinology,"{'Year': '1996', 'Month': 'Jun'}",10.1210/endo.137.6.8641188,,Likely no free text
23555304,Dynamic circadian protein-protein interaction networks predict temporal organization of cellular functions.,PLoS genetics,"{'Year': '2013', 'Month': 'Mar'}",10.1371/journal.pgen.1003398,PMC3610820,Likely Freely Available
18281375,Four and a half LIM protein 1: a partner for KCNA5 in human atrium.,Cardiovascular research,"{'Year': '2008', 'Month': 'Jun', 'Day': '01'}",10.1093/cvr/cvn038,,Likely no free text
20709061,Structural implications for K5/K12-di-acetylated histone H4 recognition by the second bromodomain of BRD2.,FEBS letters,"{'Year': '2010', 'Month': 'Sep', 'Day': '24'}",10.1016/j.febslet.2010.08.013,PMC4158924,Likely Freely Available
16176984,Structural basis of hereditary coproporphyria.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2005', 'Month': 'Oct', 'Day': '04'}",10.1073/pnas.0506557102,PMC1224704,Likely Freely Available
8124716,Identification and sequence of an accessory factor required for activation of the human interferon gamma receptor.,Cell,"{'Year': '1994', 'Month': 'Mar', 'Day': '11'}",10.1016/0092-8674(94)90354-9,,Likely no free text
26386835,Identification and functional analysis of a novel CaSR mutation in a family with familial hypocalciuric hypercalcemia.,Journal of bone and mineral metabolism,"{'Year': '2016', 'Month': 'Nov'}",10.1007/s00774-015-0713-z,,Likely no free text
20207735,Aldehyde dehydrogenase 7A1 (ALDH7A1) is a novel enzyme involved in cellular defense against hyperosmotic stress.,The Journal of biological chemistry,"{'Year': '2010', 'Month': 'Jun', 'Day': '11'}",10.1074/jbc.M109.077925,PMC2881771,Likely Freely Available
18403318,Intracellular cholesterol transporter StarD4 binds free cholesterol and increases cholesteryl ester formation.,Journal of lipid research,"{'Year': '2008', 'Month': 'Jul'}",10.1194/jlr.M700537-JLR200,PMC2431108,Likely Freely Available
15007108,Telomere-bound TRF1 and TRF2 stall the replication fork at telomeric repeats.,Nucleic acids research,{'Year': '2004'},10.1093/nar/gkh309,PMC390322,Likely Freely Available
9054360,A member of the Frizzled protein family mediating axis induction by Wnt-5A.,"Science (New York, N.Y.)","{'Year': '1997', 'Month': 'Mar', 'Day': '14'}",10.1126/science.275.5306.1652,,Likely no free text
16916641,Structure and mechanism of the phosphotyrosyl phosphatase activator.,Molecular cell,"{'Year': '2006', 'Month': 'Aug'}",10.1016/j.molcel.2006.07.027,,Likely no free text
16857210,Mitochondrial respiratory chain supercomplexes are destabilized in Barth Syndrome patients.,Journal of molecular biology,"{'Year': '2006', 'Month': 'Aug', 'Day': '18'}",10.1016/j.jmb.2006.06.057,,Likely no free text
22291595,The intracellular DNA sensor IFI16 gene acts as restriction factor for human cytomegalovirus replication.,PLoS pathogens,"{'Year': '2012', 'Month': 'Jan'}",10.1371/journal.ppat.1002498,PMC3266931,Likely Freely Available
25517094,Endophilin marks and controls a clathrin-independent endocytic pathway.,Nature,"{'Year': '2015', 'Month': 'Jan', 'Day': '22'}",10.1038/nature14067,,Likely no free text
25184477,Role of the vasohibin family in the regulation of fetoplacental vascularization and syncytiotrophoblast formation.,PloS one,{'Year': '2014'},10.1371/journal.pone.0104728,PMC4153575,Likely Freely Available
29858230,Secretory kinase Fam20C tunes endoplasmic reticulum redox state via phosphorylation of Ero1α.,The EMBO journal,"{'Year': '2018', 'Month': 'Jul', 'Day': '13'}",10.15252/embj.201798699,PMC6043849,Likely Freely Available
9660815,"Identification and characterization of a new latent transforming growth factor-beta-binding protein, LTBP-4.",The Journal of biological chemistry,"{'Year': '1998', 'Month': 'Jul', 'Day': '17'}",10.1074/jbc.273.29.18459,,Likely no free text
11756660,"Dysadherin, a cancer-associated cell membrane glycoprotein, down-regulates E-cadherin and promotes metastasis.",Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2002', 'Month': 'Jan', 'Day': '08'}",10.1073/pnas.012425299,PMC117566,Likely Freely Available
31494288,A deep intronic mutation of c.1166-285 T > G in SLC46A1 is shared by four unrelated Japanese patients with hereditary folate malabsorption (HFM).,"Clinical immunology (Orlando, Fla.)","{'Year': '2019', 'Month': 'Nov'}",10.1016/j.clim.2019.108256,,Likely no free text
11025660,New neuropeptides containing carboxy-terminal RFamide and their receptor in mammals.,Nature cell biology,"{'Year': '2000', 'Month': 'Oct'}",10.1038/35036326,,Likely no free text
10815801,Evi27 encodes a novel membrane protein with homology to the IL17 receptor.,Oncogene,"{'Year': '2000', 'Month': 'Apr', 'Day': '20'}",10.1038/sj.onc.1203577,,Likely no free text
16249884,Disruptions of the novel KIAA1202 gene are associated with X-linked mental retardation.,Human genetics,"{'Year': '2006', 'Month': 'Jan'}",10.1007/s00439-005-0072-2,,Likely no free text
34788397,De novo FZR1 loss-of-function variants cause developmental and epileptic encephalopathies.,Brain : a journal of neurology,"{'Year': '2022', 'Month': 'Jun', 'Day': '03'}",10.1093/brain/awab409,PMC9166542,Likely Freely Available
24699315,miR-21 targets 15-PGDH and promotes cholangiocarcinoma growth.,Molecular cancer research : MCR,"{'Year': '2014', 'Month': 'Jun'}",10.1158/1541-7786.MCR-13-0419,PMC4058387,Likely Freely Available
34385330,A broadly active fucosyltransferase LmjFUT1 whose mitochondrial localization and activity are essential in parasitic <i>Leishmania</i>.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2021', 'Month': 'Aug', 'Day': '17'}",10.1073/pnas.2108963118,PMC8379939,Likely Freely Available
15694484,Translation initiation in Leishmania major: characterisation of multiple eIF4F subunit homologues.,Molecular and biochemical parasitology,"{'Year': '2005', 'Month': 'Mar'}",10.1016/j.molbiopara.2004.12.001,,Likely no free text
11152613,Predicting transmembrane protein topology with a hidden Markov model: application to complete genomes.,Journal of molecular biology,"{'Year': '2001', 'Month': 'Jan', 'Day': '19'}",10.1006/jmbi.2000.4315,,Likely no free text
